,Unnamed: 0,qid,title,category,sub_category,cve_id,cvss,publish_date
398,462,375507,Apple macOS Security Update 2021-002 Catalina (HT212326),Local,"Unix Authenticated Discovery, Patch Available","CVE-2021-30657,CVE-2021-1797,CVE-2021-1810,CVE-2021-1808,CVE-2021-1857,CVE-2021-1809,CVE-2021-1847,CVE-2021-1811,CVE-2020-8285,CVE-2020-8286,CVE-2021-1784,CVE-2021-1881,CVE-2020-27942,CVE-2021-1813,CVE-2021-1882,CVE-2021-1843,CVE-2021-1834,CVE-2021-1860,CVE-2021-1851,CVE-2021-1840,CVE-2021-1875,CVE-2021-1824,CVE-2021-1876,CVE-2021-1739,CVE-2021-1740,CVE-2021-1878,CVE-2021-1868,CVE-2020-8037,CVE-2021-1839,CVE-2021-1828,CVE-2020-3838,CVE-2021-1873,CVE-2021-30652,CVE-2020-8284,CVE-2021-1832,CVE-2021-1841,CVE-2021-1846,CVE-2021-1858,CVE-2021-30655",9.8,2021-04-27
399,463,375538,Python3 RFI/SSRF Vulnerability,Local,Authenticated Discovery,CVE-2021-29921,9.8,2021-06-22
400,464,375747,Apple macOS Security Update 2021-004 Catalina (HT212600),Local,"Unix Authenticated Discovery, Patch Available","CVE-2021-30805,CVE-2021-30790,CVE-2021-30781,CVE-2021-30672,CVE-2021-30775,CVE-2021-30776,CVE-2021-30777,CVE-2021-30789,CVE-2021-30733,CVE-2021-30780,CVE-2021-30768,CVE-2021-30760,CVE-2021-30759,CVE-2021-30788,CVE-2021-30785,CVE-2021-30787,CVE-2021-30765,CVE-2021-30766,CVE-2021-30731,CVE-2021-30703,CVE-2021-30793,CVE-2021-30677,CVE-2021-30783,CVE-2021-30796,CVE-2021-30782,CVE-2021-30799",9.8,2021-07-26
401,465,375748,Apple macOS Security Update 2021-005 Mojave (HT212603),Local,"Unix Authenticated Discovery, Patch Available","CVE-2021-30790,CVE-2021-30781,CVE-2021-30805,CVE-2021-30672,CVE-2021-30777,CVE-2021-30733,CVE-2021-30780,CVE-2021-30760,CVE-2021-30759,CVE-2021-30788,CVE-2021-30787,CVE-2021-30765,CVE-2021-30766,CVE-2021-30703,CVE-2021-30793,CVE-2021-30677,CVE-2021-30783,CVE-2021-30796,CVE-2021-30782,CVE-2021-30799",9.8,2021-07-26
403,467,105996,EOL/Obsolete Software: Apple QuickTime Player 7 for Windows Detected,Security Policy,Windows Authenticated Discovery,,10.0,2021-09-22
410,474,590538,Mitsubishi Electric FA engineering software products (Update B) Multiple Vulnerabilities (ICSA-21-049-02),ICS,"Windows Authenticated Discovery, Patch Available","CVE-2021-20588,CVE-2021-20587",9.8,2021-09-22
411,475,590540,Advantech WebAccess/NMS Multiple Vulnerabilities (ICSA-20-098-01),ICS,"Windows Authenticated Discovery, Patch Available","CVE-2020-10619,CVE-2020-10617,CVE-2020-10631,CVE-2020-10623,CVE-2020-10629,CVE-2020-10625,CVE-2020-10621,CVE-2020-10603",9.8,2021-09-22
413,477,730206,"McAfee Web Gateway Multiple Vulnerabilities (WP-3792, WP-4003, WP-4021, WP-4058, WP-4067)",CGI,"Remote Discovery, Unix Authenticated Discovery, Patch Available","CVE-2020-25649,CVE-2021-2369,CVE-2021-2388,CVE-2021-3520,CVE-2021-3711,CVE-2021-3712,CVE-2021-30640",9.8,2021-09-22
414,481,375523,IBM MQ Remote Code Execution Vulnerability(6408626),Local,"Authenticated Discovery, Patch Available",CVE-2020-4682,9.8,2021-05-17
423,493,375848,Zoho ManageEngine Log360 Multiple Vulnerabilities,Local,"Windows Authenticated Discovery, Patch Available","CVE-2021-40176,CVE-2021-40177",9.8,2021-09-21
424,494,375871,Citrix ShareFile Storage Zone Unauthenticated Remote Code Execution (RCE) Vulnerability (CTX328123),Local,"Windows Authenticated Discovery, Patch Available",CVE-2021-22941,9.8,2021-09-21
429,499,375468,IBM WebSphere Application Server Multiple Vulnerabilities(6415639),Local,"Authenticated Discovery, Patch Available","CVE-2020-2773,CVE-2020-14782,CVE-2020-27221,CVE-2020-14781",9.8,2021-04-20
432,502,750839,OpenSUSE Security Update for claws-mail (openSUSE-SU-2021:1045-1),SUSE,"Unix Authenticated Discovery, Patch Available",CVE-2020-15917,9.8,2021-07-21
433,503,750169,OpenSUSE Security Update for csync2 (openSUSE-SU-2021:0853-1),SUSE,"Unix Authenticated Discovery, Patch Available","CVE-2019-15522,CVE-2019-15523",9.8,2021-06-17
434,504,750835,OpenSUSE Security Update for ffmpeg (openSUSE-SU-2021:2322-1),SUSE,"Unix Authenticated Discovery, Patch Available","CVE-2020-22043,CVE-2020-22026,CVE-2020-22023,CVE-2020-20448,CVE-2020-22031,CVE-2020-20451,CVE-2019-17539,CVE-2020-22038,CVE-2020-22020,CVE-2020-22033,CVE-2020-22021,CVE-2020-22019,CVE-2020-22034,CVE-2020-22044,CVE-2020-22015,CVE-2020-22039,CVE-2020-22017,CVE-2020-22032,CVE-2020-13904,CVE-2020-22016,CVE-2020-22025,CVE-2020-22022,CVE-2020-21041",9.8,2021-07-19
439,512,730204,Open Management Infrastructure (OMI) Remote Code Execution Vulnerability (OMIGOD)(Unauthenticated),CGI,"Remote Discovery, Patch Available, Exploit Available",CVE-2021-38647,9.8,2021-09-21
453,527,751144,SUSE Enterprise Linux Security Update for gtk-vnc (SUSE-SU-2021:3125-1),SUSE,"Unix Authenticated Discovery, Patch Available","CVE-2017-5884,CVE-2017-5885",9.8,2021-09-20
462,536,352840,Amazon Linux Security Advisory for glibc: ALAS2-2021-1703,Amazon Linux,"Unix Authenticated Discovery, Patch Available",CVE-2021-35942,9.1,2021-09-20
470,544,375868,Microsoft Edge Based On Chromium Prior to 93.0.961.52 Multiple Vulnerabilities,Local,"Authenticated Discovery, Patch Available","CVE-2021-30625,CVE-2021-30626,CVE-2021-30627,CVE-2021-30628,CVE-2021-30629,CVE-2021-30630,CVE-2021-30631,CVE-2021-30633",9.8,2021-09-20
488,564,178785,Debian Security Update for btrbk (DLA 2755-1),Debian,"Unix Authenticated Discovery, Patch Available",CVE-2021-38173,9.8,2021-09-20
500,576,375860,Azure Open Management Infrastructure Multiple Vulnerabilities,Local,"Unix Authenticated Discovery, Patch Available","CVE-2021-38649,CVE-2021-38648,CVE-2021-38647,CVE-2021-38645",9.8,2021-09-15
501,577,750831,SUSE Enterprise Linux Security Update for sqlite3 (SUSE-SU-2021:2320-1),SUSE,"Unix Authenticated Discovery, Patch Available","CVE-2015-3415,CVE-2015-3414,CVE-2020-13632,CVE-2020-13434,CVE-2019-19924,CVE-2019-19959,CVE-2019-20218,CVE-2019-19880,CVE-2020-15358,CVE-2019-19646,CVE-2020-13631,CVE-2019-19244,CVE-2019-19603,CVE-2019-19923,CVE-2019-19925,CVE-2020-13435,CVE-2020-13630,CVE-2019-19645,CVE-2020-9327,CVE-2019-19926,CVE-2019-19317",9.8,2021-07-21
502,579,105963,EOL/Obsolete Software: Microsoft Visual Studio 2010 Detected,Security Policy,Windows Authenticated Discovery,,9.8,2021-03-31
515,593,730194,Palo Alto Networks PAN-OS Telnet Remote-Code-Execution (RCE) Vulnerability (PAN-158262),CGI,"PANOS Authenticated Discovery, Patch Available",CVE-2020-10188,9.8,2021-09-16
517,595,751130,OpenSUSE Security Update for libaom (openSUSE-SU-2021:1254-1),SUSE,"Unix Authenticated Discovery, Patch Available",CVE-2021-30475,9.8,2021-09-16
518,596,751131,OpenSUSE Security Update for nextcloud (openSUSE-SU-2021:1253-1),SUSE,"Unix Authenticated Discovery, Patch Available","CVE-2021-32800,CVE-2021-32766,CVE-2021-32801,CVE-2021-32802",9.8,2021-09-16
524,605,375861,Microsoft Edge Based On Chromium Prior to 93.0.961.47 Multiple Vulnerabilities,Local,"Authenticated Discovery, Patch Available",CVE-2021-30632,9.8,2021-09-15
538,620,751073,SUSE Enterprise Linux Security Update for libesmtp (SUSE-SU-2021:2917-1),SUSE,"Unix Authenticated Discovery, Patch Available",CVE-2019-19977,9.8,2021-09-15
544,626,751079,SUSE Enterprise Linux Security Update for ffmpeg (SUSE-SU-2021:2929-1),SUSE,"Unix Authenticated Discovery, Patch Available","CVE-2020-22022,CVE-2020-22023,CVE-2020-22019,CVE-2020-22048,CVE-2020-22031,CVE-2020-20451,CVE-2020-21697,CVE-2020-22017,CVE-2020-22026,CVE-2020-22049,CVE-2020-22021,CVE-2020-22039,CVE-2020-22054,CVE-2021-38114,CVE-2020-22016,CVE-2020-22020,CVE-2020-22043,CVE-2020-21041,CVE-2019-17539,CVE-2020-22033,CVE-2020-22044,CVE-2020-22025,CVE-2020-20448,CVE-2020-21688,CVE-2020-22038,CVE-2020-22046,CVE-2020-22015,CVE-2020-22032,CVE-2020-22034,CVE-2019-9721,CVE-2020-13904",9.8,2021-09-15
546,628,751081,SUSE Enterprise Linux Security Update for file (SUSE-SU-2021:2930-1),SUSE,"Unix Authenticated Discovery, Patch Available",CVE-2019-18218,9.8,2021-09-15
556,638,751124,OpenSUSE Security Update for libaom (openSUSE-SU-2021:3005-1),SUSE,"Unix Authenticated Discovery, Patch Available",CVE-2021-30475,9.8,2021-09-15
578,660,730183,elFinder File Manager Multiple Vulnerabilites,CGI,"Remote Discovery, Patch Available",CVE-2021-32682,9.8,2021-09-15
584,673,352820,Amazon Linux Security Advisory for nginx: AL2012-2021-344,Amazon Linux,"Unix Authenticated Discovery, Patch Available",CVE-2021-23017,9.8,2021-09-15
588,677,352824,Amazon Linux Security Advisory for libX11: AL2012-2021-348,Amazon Linux,"Unix Authenticated Discovery, Patch Available",CVE-2021-31535,9.8,2021-09-15
610,702,375419,Python3 Remote Code Execution Vulnerability,Local,"Unix Authenticated Discovery, Patch Available",CVE-2021-3177,9.8,2021-03-30
618,710,375846,Google Chrome Prior To 93.0.4577.82 Multiple Vulnerabilities,Local,"Authenticated Discovery, Patch Available","CVE-2021-30625,CVE-2021-30626,CVE-2021-30627,CVE-2021-30628,CVE-2021-30629,CVE-2021-30630,CVE-2021-30631,CVE-2021-30632,CVE-2021-30633",9.8,2021-09-15
621,713,610363,Google Android Devices September 2021 Security Patch Missing,Mobile Device,"Unix Authenticated Discovery, Patch Available","CVE-2021-0636,CVE-2021-0598,CVE-2021-1909,CVE-2021-30294,CVE-2021-0635,CVE-2021-0595,CVE-2021-1946,CVE-2021-30290,CVE-2021-30295,CVE-2021-1941,CVE-2021-1948,CVE-2021-0691,CVE-2021-0690,CVE-2021-0693,CVE-2021-0692,CVE-2021-0695,CVE-2021-1886,CVE-2021-1935,CVE-2021-1934,CVE-2021-1933,CVE-2021-1889,CVE-2021-0644,CVE-2021-1888,CVE-2021-1952,CVE-2021-1974,CVE-2021-1890,CVE-2021-0682,CVE-2021-0683,CVE-2021-0680,CVE-2021-0681,CVE-2021-0686,CVE-2021-0687,CVE-2021-0684,CVE-2021-0685,CVE-2021-0688,CVE-2021-0689,CVE-2021-1971,CVE-2021-1923,CVE-2021-0428",9.8,2021-09-14
622,714,610364,Google Android September 2021 Security Patch Missing for Huawei EMUI,Mobile Device,"Unix Authenticated Discovery, Patch Available","CVE-2021-1976,CVE-2021-1972,CVE-2021-0591,CVE-2021-0593,CVE-2021-0640,CVE-2021-0641,CVE-2021-0642,CVE-2021-0646,CVE-2021-0584,CVE-2021-1939,CVE-2021-1947,CVE-2021-1904,CVE-2021-1978,CVE-2021-0579,CVE-2021-0580,CVE-2021-0581,CVE-2021-0582,CVE-2021-0578",9.8,2021-09-14
623,715,610365,Google Android September 2021 Security Patch Missing for LGE,Mobile Device,"Unix Authenticated Discovery, Patch Available","CVE-2021-1972,CVE-2021-1976,CVE-2021-1916,CVE-2021-1919,CVE-2021-1920,CVE-2021-0687",9.8,2021-09-14
624,716,610366,Google Android September 2021 Security Patch Missing for Samsung,Mobile Device,"Unix Authenticated Discovery, Patch Available","CVE-2021-1972,CVE-2021-1976,CVE-2021-0687,CVE-2021-28375,CVE-2020-14381,CVE-2021-0582,CVE-2021-0578,CVE-2021-0579,CVE-2021-0580,CVE-2021-0581,CVE-2021-30261,CVE-2021-30260,CVE-2021-1939,CVE-2021-1947,CVE-2021-1904,CVE-2021-0639,CVE-2019-10581,CVE-2021-0518,CVE-2021-0595,CVE-2021-0683,CVE-2021-0684,CVE-2021-0685,CVE-2021-0688,CVE-2021-0686,CVE-2021-0689,CVE-2021-0690,CVE-2021-0598,CVE-2021-0692,CVE-2021-0428,CVE-2021-0644,CVE-2021-0682,CVE-2021-0693,CVE-2021-0565,CVE-2021-0556,CVE-2021-0562,CVE-2021-0566,CVE-2021-0536,CVE-2021-0537,CVE-2021-0538,CVE-2021-0539,CVE-2021-0547,CVE-2021-0548,CVE-2021-0553,CVE-2021-0549,CVE-2021-0552,CVE-2021-0691",9.8,2021-09-14
629,729,730153,Openstage IP Phone Default Credentials Detected,CGI,Remote Discovery,,9.8,2021-08-16
631,731,610349,Apple iOS 14.7 and iPadOS 14.7 Security Update Missing,Mobile Device,"Unix Authenticated Discovery, Patch Available","CVE-2021-30789,CVE-2021-30788,CVE-2021-30781,CVE-2021-30780,CVE-2021-30785,CVE-2021-30786,CVE-2021-30804,CVE-2021-30799,CVE-2021-30802,CVE-2021-30800,CVE-2021-30763,CVE-2021-30748,CVE-2021-30760,CVE-2021-30769,CVE-2021-30768,CVE-2020-36328,CVE-2020-36329,CVE-2020-36331,CVE-2020-36330,CVE-2021-30798,CVE-2021-30791,CVE-2021-30792,CVE-2018-25011,CVE-2018-25010,CVE-2021-30796,CVE-2021-30797,CVE-2018-25014,CVE-2021-30795,CVE-2021-30779,CVE-2021-30758,CVE-2021-30759,CVE-2021-30770,CVE-2021-30773,CVE-2021-30774,CVE-2021-30775,CVE-2021-30776,CVE-2021-3518",9.8,2021-07-27
643,743,710123,Gentoo Linux Hypertext Preprocessor (PHP) Arbitrary code execution Vulnerability (GLSA 201910-01),GentooOS,"Unix Authenticated Discovery, Patch Available, Exploit Available",CVE-2019-11043,9.8,2021-09-13
645,745,730185,Grafana Anonymous Access Enabled Detected,CGI,Remote Discovery,,9.8,2021-09-13
655,755,352805,Amazon Linux Security Advisory for libwebp: ALAS-2021-1530,Amazon Linux,"Unix Authenticated Discovery, Patch Available",CVE-2020-36328,9.8,2021-09-13
682,788,730172,Confluence Server Webwork OGNL Injection Vulnerabilty (CONFSERVER-67940),CGI,"Remote Discovery, Patch Available, Exploit Available",CVE-2021-26084,9.8,2021-08-27
697,805,751112,OpenSUSE Security Update for nodejs10 (openSUSE-SU-2021:1239-1),SUSE,"Unix Authenticated Discovery, Patch Available","CVE-2021-3672,CVE-2021-22939,CVE-2021-22931,CVE-2021-22930",9.8,2021-09-09
699,807,751114,OpenSUSE Security Update for libesmtp (openSUSE-SU-2021:1235-1),SUSE,"Unix Authenticated Discovery, Patch Available",CVE-2019-19977,9.8,2021-09-09
705,813,670580,EulerOS Security Update for libwebp (EulerOS-SA-2021-2338),EulerOS,"Unix Authenticated Discovery, Patch Available","CVE-2020-36331,CVE-2018-25009,CVE-2018-25011,CVE-2018-25012,CVE-2018-25013,CVE-2018-25014,CVE-2020-36328,CVE-2020-36329,CVE-2020-36330",9.8,2021-09-09
707,815,670582,EulerOS Security Update for nginx (EulerOS-SA-2021-2340),EulerOS,"Unix Authenticated Discovery, Patch Available",CVE-2021-23017,9.8,2021-09-09
718,826,670593,EulerOS Security Update for unbound (EulerOS-SA-2021-2351),EulerOS,"Unix Authenticated Discovery, Patch Available","CVE-2019-25031,CVE-2019-25032,CVE-2019-25033,CVE-2019-25034,CVE-2019-25035,CVE-2019-25036,CVE-2019-25037,CVE-2019-25038,CVE-2019-25039,CVE-2019-25040,CVE-2019-25041,CVE-2019-25042",9.8,2021-09-09
719,827,730180,Magento Multiple Security Vulnerabilities (APSB21-64),CGI,"Remote Discovery, Patch Available","CVE-2021-36012,CVE-2021-36026,CVE-2021-36027,CVE-2021-36036,CVE-2021-36029,CVE-2021-36037,CVE-2021-36044,CVE-2021-36032,CVE-2021-36030,CVE-2021-36038,CVE-2021-36021,CVE-2021-36024,CVE-2021-36025,CVE-2021-36034,CVE-2021-36035,CVE-2021-36040,CVE-2021-36041,CVE-2021-36042,CVE-2021-36031,CVE-2021-36022,CVE-2021-36023,CVE-2021-36039,CVE-2021-36043,CVE-2021-36020,CVE-2021-36028,CVE-2021-36033",9.8,2021-09-09
738,847,670572,EulerOS Security Update for glibc (EulerOS-SA-2021-2330),EulerOS,"Unix Authenticated Discovery, Patch Available",CVE-2021-33574,9.8,2021-09-09
743,852,317031,Cisco Application Policy Infrastructure Controller (APIC) File Upload Vulnerabilities (cisco-sa-capic-mdvul-HBsJBuvW),Cisco,"Unix Authenticated Discovery, Patch Available",CVE-2021-1581,9.1,2021-09-09
751,860,375839,Confluence Server Webwork Object-Graph Navigation Language (OGNL) Injection Vulnerabilty (CONFSERVER-67940) (Authenticated Check),Local,"Authenticated Discovery, Patch Available, Exploit Available",CVE-2021-26084,9.8,2021-09-09
752,861,375840,Zoho ManageEngine ADSelfService Plus Remote Code Execution Vulnerability,Local,"Windows Authenticated Discovery, Patch Available",CVE-2021-40539,9.8,2021-09-09
754,863,159372,Oracle Enterprise Linux Security Update for libX11 (ELSA-2021-3296),OEL,"Unix Authenticated Discovery, Patch Available",CVE-2021-31535,9.8,2021-09-09
767,876,375827,XStream Arbitrary Code Execution And Multiple vulnerabilities,Local,"Unix Authenticated Discovery, Patch Available, Exploit Available","CVE-2021-39139,CVE-2021-39140,CVE-2021-39141,CVE-2021-39144,CVE-2021-39145,CVE-2021-39146,CVE-2021-39147,CVE-2021-39148,CVE-2021-39149,CVE-2021-39150,CVE-2021-39151,CVE-2021-39152,CVE-2021-39153,CVE-2021-39154,CVE-2021-29505,CVE-2021-21341,CVE-2021-21342,CVE-2021-21343,CVE-2021-21344,CVE-2021-21345,CVE-2021-21346,CVE-2021-21347,CVE-2021-21348,CVE-2021-21349,CVE-2021-21350,CVE-2021-21351,CVE-2020-26258,CVE-2020-26259,CVE-2020-26217,CVE-2017-7957,CVE-2016-3674,CVE-2013-7285",9.9,2021-09-08
777,889,590523,Advantech WebAccess Supervisory control and data acquisition (SCADA) Multiple Vulnerabilities (ICSA-21-217-04),ICS,"Windows Authenticated Discovery, Patch Available","CVE-2021-22676,CVE-2021-22674,CVE-2021-32943",9.8,2021-09-08
778,890,590524,Wibu-Systems CodeMeter Runtime Multiple Vulnerabilities (ICSA-21-210-02),ICS,"Windows Authenticated Discovery, Patch Available","CVE-2021-20094,CVE-2021-20093",9.1,2021-09-08
781,901,373529,Apache Netbeans Arbitrary Code Execution Vulnerability,Local,"Windows Authenticated Discovery, Patch Available",CVE-2020-11986,9.8,2021-09-06
782,902,50114,Microsoft Exchange Server Multiple Vulnerabilities (ProxyShell) (unauthenticated),Mail services,"Remote Discovery, Patch Available","CVE-2021-34473,CVE-2021-34523,CVE-2021-31207",9.8,2021-08-10
788,910,751089,SUSE Enterprise Linux Security Update for libesmtp (SUSE-SU-2021:2937-1),SUSE,"Unix Authenticated Discovery, Patch Available",CVE-2019-19977,9.8,2021-09-07
792,914,751093,OpenSUSE Security Update for nodejs10 (openSUSE-SU-2021:2953-1),SUSE,"Unix Authenticated Discovery, Patch Available","CVE-2021-22930,CVE-2021-22931,CVE-2021-22939,CVE-2021-3672",9.8,2021-09-07
794,916,751095,OpenSUSE Security Update for python39 (openSUSE-SU-2021:2940-1),SUSE,"Unix Authenticated Discovery, Patch Available",CVE-2021-29921,9.8,2021-09-07
795,917,751096,OpenSUSE Security Update for libesmtp (openSUSE-SU-2021:2937-1),SUSE,"Unix Authenticated Discovery, Patch Available",CVE-2019-19977,9.8,2021-09-07
840,964,590440,Siemens SIMATIC HMI Comfort Panels and SIMATIC HMI KTP Mobile Panels Vulnerability (ICSA-21-033-02),ICS,"Remote Discovery, Patch Available",CVE-2020-15798,9.8,2021-09-07
841,965,590442,Siemens SIMATIC HMI Products (Update A) Multiple Vulnerabilities (ICSA-20-252-06),ICS,"Remote Discovery, Patch Available","CVE-2020-15787,CVE-2020-15786",9.8,2021-09-07
844,968,590456,"WAGO Industrial Managed Switches 852-303, 852-1305, and 852-1505 Multiple Vulnerabilities (ICSA-19-164-02)",ICS,"Remote Discovery, Patch Available","CVE-2019-12550,CVE-2019-12549",9.8,2021-09-07
846,971,590464,"Omron PLC CJ, CS and NJ Series Vulnerability (ICSA-19-346-03)",ICS,"Remote Discovery, Patch Available",CVE-2019-18261,9.8,2021-09-07
847,973,590478,Schneider Electric EVLink Parking Multiple Vulnerabilities (ICSA-19-031-01),ICS,"Remote Discovery, Patch Available","CVE-2018-7802,CVE-2018-7800,CVE-2018-7801",9.8,2021-09-07
849,975,590484,"Schneider Electric Modicon Premium, Modicon Quantum, Modicon M340, and Modicon BMXNOR0200 Multiple Vulnerabilities (ICSA-18-086-01)",ICS,"Remote Discovery, Patch Available","CVE-2018-7242,CVE-2018-7240,CVE-2018-7241",9.8,2021-09-07
850,977,590487,Schneider Electric Modicon PLCs Multiple Vulnerabilities (ICSA-17-089-02),ICS,"Remote Discovery, Patch Available, Exploit Available","CVE-2017-6030,CVE-2017-6026",9.1,2021-09-07
851,978,590488,Schneider Electric Modicon PLCs Insufficiently Protected Credentials Vulnerability (ICSA-17-089-02),ICS,"Remote Discovery, Patch Available",CVE-2017-6028,9.8,2021-09-07
852,979,590508,Siemens Interniche IP-Stack Multiple Vulnerabilities (SSA-789208),ICS,"Remote Discovery, Patch Available","CVE-2020-35683,CVE-2020-35684,CVE-2020-35685,CVE-2021-31401",9.1,2021-09-07
857,986,105990,EOL/Obsolete Operating System: Microsoft Windows Server 2019 Version 1809 Detected,Security Policy,Windows Authenticated Discovery,,9.8,2021-07-07
860,990,375563,Foxit Reader and Foxit PhantomPDF Multiple Vulnerabilities,Local,"Windows Authenticated Discovery, Patch Available","CVE-2021-31452,CVE-2021-31473,CVE-2021-31441,CVE-2021-31454,CVE-2021-31450,CVE-2021-31453,CVE-2021-31451,CVE-2021-31455,CVE-2021-31456,CVE-2021-31457,CVE-2021-31458,CVE-2021-31459,CVE-2021-31460,CVE-2021-21822,CVE-2021-31461,CVE-2021-33793,CVE-2021-33794,CVE-2021-38568,CVE-2021-38570,CVE-2021-38572,CVE-2021-38573,CVE-2021-38574",9.8,2021-05-13
864,994,710568,Gentoo Linux RAR and UnRAR User-assisted execution of arbitrary code Vulnerability (GLSA 201708-05),GentooOS,"Unix Authenticated Discovery, Patch Available",CVE-2012-6706,9.8,2021-09-06
866,996,710514,Gentoo Linux OpenSLP Multiple Vulnerabilities (GLSA 201707-05),GentooOS,"Unix Authenticated Discovery, Patch Available, Exploit Available","CVE-2016-4912,CVE-2010-3609,CVE-2012-4428,CVE-2016-7567",9.8,2021-09-06
869,999,710517,Gentoo Linux Game Music Emu Multiple Vulnerabilities (GLSA 201707-02),GentooOS,"Unix Authenticated Discovery, Patch Available","CVE-2016-9959,CVE-2016-9958,CVE-2016-9961,CVE-2016-9960,CVE-2016-9957",9.8,2021-09-06
872,1002,710520,Gentoo Linux flex Potential insecure code generation Vulnerability (GLSA 201701-31),GentooOS,"Unix Authenticated Discovery, Patch Available",CVE-2016-6354,9.8,2021-09-06
873,1003,710521,Gentoo Linux Mercurial Multiple Vulnerabilities (GLSA 201709-18),GentooOS,"Unix Authenticated Discovery, Patch Available","CVE-2017-9462,CVE-2017-1000115,CVE-2017-1000116",9.8,2021-09-06
875,1005,710523,Gentoo Linux QEMU Multiple Vulnerabilities (GLSA 201704-01),GentooOS,"Unix Authenticated Discovery, Patch Available","CVE-2017-6058,CVE-2017-5987,CVE-2017-2620,CVE-2016-9602,CVE-2017-2630,CVE-2017-6505,CVE-2017-5973",9.9,2021-09-06
877,1007,710525,Gentoo Linux VDE Privilege escalation Vulnerability (GLSA 201711-11),GentooOS,"Unix Authenticated Discovery, Patch Available",CVE-2017-16638,9.8,2021-09-06
880,1010,710528,Gentoo Linux QEMU Multiple Vulnerabilities (GLSA 201706-03),GentooOS,"Unix Authenticated Discovery, Patch Available","CVE-2017-7471,CVE-2016-9603,CVE-2017-7493,CVE-2017-9060,CVE-2017-7377,CVE-2017-7980,CVE-2017-8086,CVE-2017-8112,CVE-2017-7718,CVE-2017-9330,CVE-2017-8309,CVE-2017-8379,CVE-2017-9310,CVE-2017-8380",9.9,2021-09-06
881,1011,710529,Gentoo Linux ICU Multiple Vulnerabilities (GLSA 201701-58),GentooOS,"Unix Authenticated Discovery, Patch Available","CVE-2016-7415,CVE-2016-6293,CVE-2015-2632",9.8,2021-09-06
883,1013,710531,Gentoo Linux PCRE2 Multiple Vulnerabilities (GLSA 201710-09),GentooOS,"Unix Authenticated Discovery, Patch Available","CVE-2017-8786,CVE-2017-8399,CVE-2017-7186",9.8,2021-09-06
891,1021,710539,Gentoo Linux TNEF Multiple Vulnerabilities (GLSA 201708-02),GentooOS,"Unix Authenticated Discovery, Patch Available","CVE-2017-6308,CVE-2017-6307,CVE-2017-8911,CVE-2017-6310,CVE-2017-6309",9.8,2021-09-06
